Customeraccount;ax;Archived;KeyAccountCode;DeliveryAddress;DeliveryAddress2;KeyAccount;Name;Search name;ZIPCODE;CITY;COUNTRYREGIONID;STREET;Telephone;Extension;CURRENCY;Customer group;Invoice account;Created date and time;Created by;VAT number;Country region;AccessRights;GroupID
03885;Yes;;;;;Yes;Scea Oceanagree;Scea Oceanagree;44150;ST HERBLON;FRA;La basse Boulière;;;EUR;003;;2016-11-30 13:25:50;Wim.Vanb;FR49511624249;FRA;FRA;50,69
03887;Yes;;03888;;;No;Granges Rovira, S.L.;Granges Rovira, S.L. S;08588;Sora-Barcelona;ESP;Mas Rovira, C17 De Vic A Ripoll, Salida 82 Direccion Prats, KM 5,3;;;EUR;003;03888;2016-12-01 10:17:54;Liesbeth;;ESP;ESP;56,69
03888;Yes;;;03887;03887;Yes;Granges Rovira, S.L.;Granges Rovira, S.L. B;08588;Sora-Barcelona;ESP;Mas Rovira s/n;;;EUR;003;;2016-12-01 10:22:37;Liesbeth;ESB61265906;ESP;ESP;56,69
03889;Yes;;;;;Yes;TAP Dr. Wajid Edriss;TAP Dr. Wajid Edriss;31637;Rodewald;DEU;Dorfstr. 69;+49 (0)5074 924147;;EUR;003;;2016-12-01 12:28:27;Wim.Vanb;;DEU;DEU;53,69
03890;Yes;;;;;Yes;TGP Dres. Andrea und Markus Kleinschmidt;Andrea und Markus Kleinschmidt;87724;Ottobeuren;DEU;Betzisried 3;0049 171 2660983;;EUR;003;;2016-12-01 12:51:06;Wim.Vanb;;DEU;DEU;53,69
03891;Yes;;;;;Yes;Clinique Vétérinaire des loges;Clinique Vétérinaire des loges B + S;62123;Basseux;FRA;Résidence du Bois 9;;;EUR;003;;2016-12-02 10:06:55;Hilde.Ku;FR39750480667;FRA;FRA;50,69
03892;Yes;;;;;Yes;Earl Du Bois Rolland;Earl Du Bois Rolland;22130;Plancoet;FRA;Le Bois Rolland;+33 (0) 6 1218 7322;;EUR;003;;2016-12-02 14:10:40;Wim.Vanb;FR86319998498;FRA;FRA;50,69
03893;Yes;;;;;Yes;Productores Ganaderos Y Técnicos Asociados, S.A. (Progatecsa);Productores Ganaderos Y Técnicos B + S;47008;Valladolid;ESP;Camino Viejo de Simancas, KM.4;;;EUR;003;;2016-12-05 08:40:41;Liesbeth;A47010194;ESP;ESP;56,69
03894;Yes;;;;;Yes;Dr.med.vet. Dorothee Müller;Dr.med.vet. Dorothee Müller;31234;Edemissen;DEU;Koch's Weg 16;;;EUR;003;;2016-12-05 11:33:41;Wim.Vanb;;DEU;DEU;53,69
03896;Yes;;01156;;;No;ABN Unit 16 Enstone DO NOT USE;ABN Unit 16 Enstone Airfield (Farm Mix);OX7 4NP;Chipping Norton, Oxford;UK;Enstone;;;GBP;003;01156;2016-12-06 09:32:10;Hilde.Ku;;UK;UK;59,69
03897;Yes;;;;;Yes;Dr. Rudolf Bortenlänger;Dr. Rudolf Bortenlänger;89561;Dischingen;DEU;Friedensstraße 11;+49 7327 921010;;EUR;003;;2016-12-07 09:43:20;Wim.Vanb;;DEU;DEU;53,69
03898;Yes;;;;;Yes;Staatliches Tierärztliches Untersuchungsamt -Beschaffung - Frau Raible;Staatliches Untersuchungsamt B + S;88326;Aulendorf;DEU;Löwenbreitestr, 18/20;;;EUR;003;;2016-12-07 11:24:06;Hilde.Ku;DE811480550;DEU;DEU;53,69
03899;Yes;;;;;Yes;Dr. Burchard Eduard Nienhaus;Dr. Burchard Eduard Nienhaus;83547;Babensham;DEU;Riepertshamer Berg 4;+49 (8071) 914731;;EUR;003;;2016-12-07 11:26:03;Wim.Vanb;;DEU;DEU;53,69
03899_83512;Yes;;;;;No;Dr. Burchard Eduard Nienhaus;Dr. Burchard Eduard Nienhaus;83512;Wasserburg am Inn;DEU;Rottmoos 5;+49 (8071) 914731;;EUR;003;;2016-12-07 11:26:03;Wim.Vanb;;DEU;DEU;53,69
03900;Yes;;;;;Yes;Frau Marion Hackbarth prakt. Tierärztin;Frau Marion Hackbarth B + S;19370;Parchim;DEU;Voigtsdorfer Weg 61;;;EUR;003;;2016-12-08 07:36:45;Hilde.Ku;DE814528348;DEU;DEU;53,69
03902;Yes;;;;;Yes;Dr. A.W. Schwayer;Dr. A.W. Schwayer;87650;Baisweil;DEU;Grossried 20;+49 (8340) 227;;EUR;003;;2016-12-08 12:35:43;Wim.Vanb;;DEU;DEU;53,69
03903;Yes;;;;;Yes;Clinique Vétérinaire Gauthier Lacoste Legendre Durand;Clinique Vétérinaire Gauthier Lacoste Le;49230;St-Germain-sur-Moine/Sevremoin;FRA;;+33 (0) 241 647480;;EUR;003;;2016-12-09 15:30:10;Wim.Vanb;;FRA;FRA;50,69
03905;Yes;;;03906;03906;Yes;Axereal Elevage;Axereal Elevage  B;28800;Bonneval;FRA;Rue St Gilles 14 -ZI-;;;EUR;003;;2016-12-12 09:54:31;Hilde.Ku;FR35835750100;FRA;FRA;50,69
03906;Yes;;03905;;;No;Axereal Elevage;Axereal Elevage  S;45270;Ladon;FRA;Rue du Moulin Routhion 180;;;EUR;003;03905;2016-12-12 11:41:21;Hilde.Ku;;FRA;FRA;50,69
03907;Yes;;;;;Yes;TAP Dr. med. vet. Thomas Grosse-Holz;TAP Dr. med. vet. Thomas Grosse-Holz;37589;Kalefeld;DEU;Neustadt 11;+49 (0) 5553 /91239;;EUR;003;;2016-12-13 10:50:18;Wim.Vanb;DE 181945590;DEU;DEU;53,69
03908;Yes;;02071;;;No;Faccenda Foods Ltd (Westpoint);Faccenda Foods Ltd (Westpoint) S;HU17 8QX;Hull;UK;Killingraves FarmKillingraves Lane, Bishop BurtonBeverley;;;GBP;003;02071;2016-12-13 11:00:01;Colin.Su;;UK;UK;59,69
03909;Yes;;;03910;03910;Yes;Genética Nutricion Y Salud Animal S.L.;Genética Nutricion Y Salud Animal S.L. B;30850;Totana (MU);ESP;Apartado De Correos 181C/Torrejon 6-1;;;EUR;003;;2016-12-14 08:03:18;Colin.Su;ESB73188021;ESP;ESP;56,69
03910;Yes;;03909;;;No;Genética Nutricion Y Salud Animal S.L. (Delivery);Genética Nutricion Y Salud Animal S.L. S;30850;Totana (MU);ESP;Poligono Industrial El SaladarC/Torrejon 6-1;;;EUR;003;03909;2016-12-14 08:10:00;Colin.Su;;ESP;ESP;56,69
03911;Yes;;;;;Yes;Frau Ute Fröhlich;Frau Ute Fröhlich B + S;88639;Wald;DEU;Uchtwaidweg 1;;;EUR;003;;2016-12-14 08:48:07;Hilde.Ku;;DEU;DEU;53,69
03912;Yes;;;;;Yes;Clinique Vétérinaire de la Pierre Bleue;Clinique Vétérinaire de la Pierre Bleue;44170;Nozay;FRA;4 Place du Pré Saint-Pierre;+33 (0) 2 40 79 40 65;;EUR;003;;2016-12-14 09:53:32;Wim.Vanb;FR78487627655;FRA;FRA;50,69
03913;Yes;;;;;Yes;TAP Dr. Christoph Beringer;TAP Dr. Christoph Beringer B + S;69469;Weinheim;DEU;Olbrichstr. 35;;;EUR;003;;2016-12-14 12:07:13;Colin.Su;DE293253729;DEU;DEU;53,69
03916;Yes;;;;;Yes;Dr. Heinz Gehrke;Dr. Heinz Gehrke B + S;25560;Agethorst;DEU;Dorfstrasse 25;;;EUR;003;;2016-12-15 12:47:37;Hilde.Ku;DE161293324;DEU;DEU;53,69
03917;Yes;;;;;Yes;SCEA du Grand Melon;SCEA du Grand Melon B+S;50670;Cuves;FRA;La basse Baudonniére;;;EUR;003;;2016-12-15 14:27:24;Colin.Su;FR72422423962;FRA;FRA;50,69
03919;Yes;;;;;Yes;Dr. Holsten, Heins und von Holtum Hausapotheke;Holsten, Heins & von Holtum Hausap B + S;27404;Zeven;DEU;Bremer Str. 40;;;EUR;003;;2016-12-19 10:01:36;Hilde.Ku;;DEU;DEU;53,69
03920;Yes;;;;;Yes;Tierarzt Klaus Jacobsen;Tierarzt Klaus Jacobsen B + S;94086;Bad Griesbach;DEU;Thanham 1;;;EUR;003;;2016-12-20 14:14:31;Liesbeth;;DEU;DEU;53,69
03921;Yes;;;;;Yes;Dr. Josef Bergmann TAP;Dr. Josef Bergmann TAP;14669;Ketzin;DEU;Paretz-Hofer-Str. 32A;+49 15127058052;;EUR;003;;2016-12-21 07:59:42;Wim.Vanb;;DEU;DEU;53,69
03922;Yes;;;;;Yes;Dr. Josef Moos TAP;Dr. Josef Moos TAP;83410;Laufen;DEU;Kapuziner Straße 9;+49 (0) 8682  312;;EUR;003;;2016-12-22 08:30:21;Wim.Vanb;;DEU;DEU;53,69
03923;Yes;;;;;Yes;Dr. Wolfgang Deutsch TAP;Dr. Wolfgang Deutsch TAP;84371;Triftern;DEU;Graf-Lenberger-Str. 18;+49 (0) 8562 1310;;EUR;003;;2016-12-22 08:51:53;Wim.Vanb;;DEU;DEU;53,69
03925;Yes;;;;;Yes;Clinique vétérinaire Saint Roch;Clinique vétérinaire Saint Roch;50000;Saint-Lô;FRA;665 route de Tessy;+33 (0)2.33.57.07.08;;EUR;003;;2016-12-23 09:22:24;Wim.Vanb;FR21350978789;FRA;FRA;50,69
03926;Yes;;;;;Yes;Dr. Josef Regensburger und Dr. Marcus Neumann Tierarztpraxis;Dr. Josef Regensburger und Dr. Marcus Ne;92318;Neumarkt;DEU;Brunnleitstr. 4;;;EUR;003;;2016-12-23 12:50:34;Wim.Vanb;;DEU;DEU;53,69
03927;Yes;;;;;Yes;NICOLAS ROLLAND;NICOLAS ROLLAND;29640;Plougonven;FRA;LEZOEN;+33 (0) 6 50313562;;EUR;003;;2016-12-23 13:32:56;Wim.Vanb;;FRA;FRA;50,69
03928;Yes;;;;;Yes;Dr.Thomas Montag und Dr.Tom Seger (Hausapotheke);Dr. Montag & Dr. Seger (Hausapo) B + S;25920;Risum-Lindholm;DEU;Deezbüller Str. 11;;;EUR;003;;2016-12-29 11:39:17;Hilde.Ku;DE188049939;DEU;DEU;53,69
03929;Yes;;;;;Yes;Vetos Italia SRL;Vetos Italia SRL ex Carma Vet;10022;Carmagnola (TO);ITA;Via Sommariva 41/4-5-6;;;EUR;003;;2016-12-29 13:40:03;Bea.DeGe;IT02203920042;ITA;ITA;52,69
03932;Yes;;;;;Yes;Agropecuaria Catalana SCCL;Agropecuaria Catalana SCCL B + S;08272;Barcelona;ESP;Crta de Manresa a Berga, Km2'8(Poligon La Serreta)Sant Fruitos de Bages;;;EUR;003;;2017-01-02 13:55:08;Hilde.Ku;ESF08751190;ESP;ESP;56,69
03933;Yes;;;;;Yes;Prely SA;Prely SA B+ S;71480;Varennes St. Sauveur;FRA;287 Route de Montjouvent;;;EUR;003;;2017-01-03 09:42:16;Liesbeth;FR42328602933;FRA;FRA;50,69
03934;Yes;;00205;;;No;De Heus Voeders B.V. (Maasbracht);De Heus Voeders B.V. (Maasbracht) S;6051 AA;Maasbracht;NLD;Brouwersstraat 19;;;EUR;003;00205;2017-01-04 14:22:58;Colin.Su;;NLD;NLD;55,69
03935;Yes;;;03936;03936;Yes;Dierenarts André Augustyns;Dierenarts André Augustyns B;2930;Brasschaat;BEL;Prins Kavellei 34;;;EUR;003;;2017-01-05 07:48:32;Liesbeth;BE0627202790;BEL;BEL;54,69
03936;Yes;;03935;;;No;Gagelmans Marc;Gagelmans Marc S;2990;Loenhout;BEL;Neervenweg 153;;;EUR;003;03935;2017-01-05 07:55:15;Liesbeth;;BEL;BEL;54,69
03937;Yes;;01156;;;No;Harbro Ltd. Rosehall (via Farm Mix);Harbro Ltd. Rosehall (via Farm Mix) S;AB53 4HD;Turriff, Aberdeenshire;UK;Rosehall;;;GBP;003;01156;2017-01-09 10:27:36;Colin.Su;;UK;UK;59,69
03938;Yes;;;;;Yes;Modicana Mangimi SRL;Modicana Mangimi SRL B + S;97015;Modica (RG);ITA;C.Da San Filippo Le Colonne;;;EUR;003;;2017-01-11 07:59:35;Hilde.Ku;IT00026830885;ITA;ITA;52,69
03939;Yes;;01281;;;No;Distrivet S.A.;Distrivet  S;08520;Les Franqueses del Vallès-Barcelona;ESP;Poligon. Ind. Llerona C/Alemanya, 13-15;;;EUR;003;01281;2017-01-11 08:34:46;Liesbeth;;ESP;ESP;56,69
03940;Yes;;;;;Yes;Salus Zoo SRL;Salus Zoo SRL B + S;12037;Saluzzo (CN);ITA;Via Amleto Bertoni 9;;;EUR;003;;2017-01-12 08:43:44;Hilde.Ku;IT03142980048;ITA;ITA;52,69
03941;Yes;;00024;;;No;Dr. Ernst Wiesinger (via Reisenberger);Dr. Ernst Wiesinger S (Reisenberger);4470;Enns;AUT;Einsiedl 10;;;EUR;003;00024;2017-01-12 11:18:03;Hilde.Ku;;AUT;AUT;51,69
03943;Yes;;;;;Yes;Dr. Ernst Wiesinger;Dr. Ernst Wiesinger B + S;A-4470;Enns;AUT;Einsiedl 10;;;EUR;003;;2017-01-16 07:46:10;Colin.Su;ATU51611402;AUT;AUT;51,69
03943_3314;Yes;;;;;No;Dr. Ernst Wiesinger;Dr. Ernst Wiesinger B + S;3314;Strengberg;AUT;Mayerhofen 8;;;EUR;003;;2017-01-16 07:46:10;Colin.Su;ATU51611402;AUT;AUT;51,69
03944;Yes;;;;;Yes;Herrn Sebastian Mengel;Herrn Sebastian Mengel B + S;17391;Krusenfelde;DEU;Gramzow Nr. 6;;;EUR;003;;2017-01-16 09:55:12;Hilde.Ku;;DEU;DEU;53,69
03945;Yes;;02385;;;No;Dr. Christina Wuth;Dr. Christina Wuth S (Nord-Ostsee);24941;Flensburg;DEU;Kirchenallee 1;;;EUR;003;02385;2017-01-16 11:31:02;Hilde.Ku;;DEU;DEU;53,69
03946;Yes;;;;;Yes;Clinique Vétérinaire Caux Seine;Clinique Vétérinaire Caux Seine B + S;76190;Yvetot;FRA;24 rue Carnot;;;EUR;003;;2017-01-19 08:19:34;Liesbeth;FR13334161379;FRA;FRA;50,69
03947;Yes;;;;;Yes;TAP Dr. Silke Bartel;Silke Bartel;86554;Pöttmes;DEU;Erdweg 6;+49 (08253) 414 95 43;;EUR;003;;2017-01-19 08:59:15;Wim.Vanb;;DEU;DEU;53,69
03949;Yes;;;;;Yes;Dr. Manfred Bendel;Dr. Manfred Bendel B + S;88422;Alleshausen;DEU;Brasenberg 26;;;EUR;003;;2017-01-24 08:10:07;Liesbeth;;DEU;DEU;53,69
03950;Yes;;;;;Yes;COTECNICA S.C.C.L.;COTECNICA S.C.C.L. B + S;25250;Bellpuig;ESP;Ctra. Nacional II km  494.5;;;EUR;003;;2017-01-24 11:22:14;Colin.Su;ESF25029174;ESP;ESP;56,69
03951;Yes;;;;;Yes;SCP des Rivieres;SCP des Rivieres B + S;35600;Redon;FRA;87 rue de la Châtaigneraie;;;EUR;003;;2017-01-25 08:00:04;Liesbeth;FR17488486796;FRA;FRA;50,69
03953;Yes;;;;;Yes;Dr. Andreas Busch;Dr. Andreas Busch B + S;72488;Sigmaringen;DEU;Bittelschiesser Strasse 7;;;EUR;003;;2017-01-25 09:31:05;Hilde.Ku;;DEU;DEU;53,69
03954;Yes;;;;;Yes;Dr Martina Rupp;Martina Rupp;72535;Heroldstatt;DEU;Bergstr. 15;+49 7389 1486;;EUR;003;;2017-01-26 11:38:16;Wim.Vanb;;DEU;DEU;53,69
03955;Yes;;;;;Yes;Tierärztliche Gemeinschaftspraxis Dr. Hoffmeister, Gehring & Partner (Abgabe);Hoffmeister (Abgabe) B + S;34431;Marsberg;DEU;In der Hamecke 11 -13;;;EUR;003;;2017-01-26 11:42:47;Hilde.Ku;;DEU;DEU;53,69
03957;Yes;;;03958;03958;Yes;TerraVis GmbH;TerraVis GmbH B + S;48155;Muеnster;DEU;Industrieweg 110;;;EUR;003;;2017-01-27 12:43:02;Colin.Su;DE280704687;DEU;DEU;53,69
03958;Yes;;03957;;;No;J Schwarzer Servic GmbH & Co.Service KG (Via Terravis);J Schwarzer Service (Via Terravis);49439;Steinfeld;DEU;Habelschwerdter Str. 1;;;EUR;003;03957;2017-01-27 13:03:20;Colin.Su;;DEU;DEU;53,69
03959;Yes;;03180;;;No;Farmazoo Emilia Srl (Via Fourvet Consorzio);Farmazoo Emilia Srl (Via Fourvet) S;43011;Busseto (Parma);ITA;Via Ricordi 29/A;;;EUR;003;03180;2017-01-30 08:35:28;Colin.Su;;ITA;ITA;52,69
03960;Yes;;;;;Yes;Mesenor Sociedad Cooperativa Lda;Mesenor Sociedad Cooperativa Lda B + S;40270;Carbonero El Mayor (Segovia);ESP;Ctra. Segovia A Valladolid (A-601, Salida 89);;;EUR;003;;2017-01-30 13:44:41;Liesbeth;;ESP;ESP;56,69
03961;Yes;;;;;Yes;Dres. Schültken & Busch;Dres. Schültken & Busch;34439;Peckelsheim;DEU;Am Neuen Teich 15;+49 (0) 5644-701;;EUR;003;;2017-01-31 09:19:55;Wim.Vanb;DE263635072;DEU;DEU;53,69
03963;Yes;;;;;Yes;Agron GmbH & Co KG;Agron GmbH & Co KG B+S;49699;Lindern;DEU;Mühlenberg 25;;;EUR;003;;2017-01-31 09:22:35;Colin.Su;;DEU;DEU;53,69
03964;Yes;;;;;Yes;Farmacia S. Marino Dott. Trucco Egidio;Farm S. Marino Dott. Trucco Egidio B+S;00030;Gorga (Roma);ITA;Via San Marino N 16;;;EUR;003;;2017-02-01 08:01:22;Hilde.Ku;IT00796641009;ITA;ITA;52,69
03966;Yes;;;;;Yes;Mobile TAP Fremersdorf GmbH & Co. KG;Mobile TAP Fremersdorf GmbH & Co. KG;66780;Rehlingen-Siersburg-Fremersdorf;DEU;Zur Unk 19;+49 (6861) 938952;;EUR;003;;2017-02-01 12:28:54;Wim.Vanb;;DEU;DEU;53,69
03967;Yes;;;;;Yes;F.I.L. SRL;F.I.L. SRL B + S;26011;Casalbuttano (CR);ITA;Via Progresso 17;;;EUR;003;;2017-02-02 13:04:32;Colin.Su;IT03000320964;ITA;ITA;52,69
03968;Yes;;;03969,03970,04541;03969,03970,04541;Yes;Maberth Srl;Maberth Srl B;46047;Porto Mantovano (MN);ITA;Via Parigi, 3;;;EUR;003;;2017-02-03 08:30:30;Colin.Su;IT02633490350;ITA;ITA;52,69
03969;Yes;;03968;;;No;Magazzino Rodolfo Baraldini SAS (Via Maberth);Magazzino Rodolfo SAS (Via Maberth) S;46020;Motteggiana (MN);ITA;Via Provinciale 12;;;EUR;003;03968;2017-02-03 08:34:09;Colin.Su;;ITA;ITA;52,69
03969_46010;Yes;;03968;;;No;Magazzino Rodolfo Baraldini SAS (Via Maberth);Magazzino Rodolfo SAS (Via Maberth) S;46010;Marcaria (MN);ITA;Via Contrargine Nord 1;;;EUR;003;03968;2017-02-03 08:34:09;Colin.Su;;ITA;ITA;52,69
03970;Yes;;03968;;;No;Az. Ag. Bompieri Marco (Via Maberth);Az. Ag. Bompieri Marco (Via Maberth) S;46040;Ceresara (MN);ITA;Via San Martino 103;;;EUR;003;03968;2017-02-03 08:49:45;Colin.Su;;ITA;ITA;52,69
03971;Yes;;;;;Yes;Tierarztpraxis Dr. Thomas Wendel;Tierarztpraxis Dr. Thomas Wendel B + S;42659;Solingen;DEU;Schellberger Weg 4;;;EUR;003;;2017-02-03 09:18:17;Liesbeth;;DEU;DEU;53,69
03972;Yes;;;;;Yes;DVM Heike Rössler;Heike Rössler;15236;Frankfurt (Oder), OT Güldendorf;DEU;Mittelstr. 6;+49 (0) 335 /5004831;;EUR;003;;2017-02-06 08:10:27;Wim.Vanb;;DEU;DEU;53,69
03973;Yes;;;;;Yes;Agron GmbH & Co. KG;Agron GmbH & Co. KG;49751;Sögel;DEU;Industriestraße 23;+49 5952 202-0;;EUR;003;;2017-02-06 11:32:22;Wim.Vanb;DE116961527;DEU;DEU;53,69
03974;Yes;;;;;Yes;Huvepharma China;Huvepharma China;102200;Beijing;CHN;1507 Golden International Center, Block ALongyu North StreetChangping District;0086106212953;;EUR;009;;2017-02-07 08:40:06;Colin.Su;;CHN;CHN;182,69
03975;Yes;;;;;Yes;TAP Johann Harlacher;TAP Johann Harlacher;87487;Wiggensbach;DEU;An der Saege 2;+49 (8370) 1533;;EUR;003;;2017-02-07 09:29:40;Wim.Vanb;;DEU;DEU;53,69
03976;Yes;;;00583,03991;00583,03991;Yes;Voergroep Zuid BV;Voergroep Zuid    B;5750 AA;Deurne;NLD;Postbus 20;;;EUR;003;;2017-02-07 15:11:19;Bea.DeGe;NL802032229B01;NLD;NLD;55,69
03978;Yes;;;;;Yes;ALMACENES BEMALU S.A.;ALMACENES BEMALU S.A. B+S;30870;MAZARRON (Murcia);ESP;Ctra. Mazarron a Murcia, km. 2;;;EUR;003;;2017-02-08 10:54:02;Wim.Vanb;ESA30223168;ESP;ESP;56,69
03978_47328;Yes;;;;;No;ALMACENES BEMALU S.A.;ALMACENES BEMALU S.A. B+S;47328;La Parilla;ESP;Ctra Tudela S/N;;;EUR;003;;2017-02-08 10:54:02;Wim.Vanb;ESA30223168;ESP;ESP;56,69
03979;Yes;;;;;Yes;Tierärztliche Apothekengesellschaft Dr. Röhlmann & Partner;TA Röhlmann & Partner (Abgabe) B+S;28870;Ottersberg;DEU;Grosse Str 101;;;EUR;003;;2017-02-10 09:13:27;Hilde.Ku;;DEU;DEU;53,69
03980;Yes;;;;;Yes;Tierärztliche Gemeinschaftspraxis Dr. Röhlmann & Partner;TG Dr. Röhlmann & Partner (Praxis) B+S;28870;Ottersberg;DEU;Grosse Str 101;;;EUR;003;;2017-02-10 09:27:41;Hilde.Ku;;DEU;DEU;53,69
03981;Yes;;;03982,03983;03982,03983;Yes;Farmacie Celesia SRL;Farmacie Celesia SRL B;28040;Borgo Ticino (NO);ITA;Via Stazione 9/11;;;EUR;003;;2017-02-13 08:00:18;Colin.Su;IT01915510034;ITA;ITA;52,69
03982;Yes;;03981;;;No;Farmacie Celesia SRL (Borgo Ticino);Farmacie Celesia SRL (Borgo Ticino) S;28040;Borgo Ticino (NO);ITA;Via XXV aprile 20/22;;;EUR;003;03981;2017-02-13 08:23:00;Colin.Su;;ITA;ITA;52,69
03983;Yes;;03981;;;No;Farmacie Celesia SRL (Abbiategrasso);Farmacie Celesia SRL (Abbiategrasso) S;20081;Abbiategrasso (MI);ITA;Via Dante 63;;;EUR;003;03981;2017-02-13 08:32:10;Colin.Su;;ITA;ITA;52,69
03985;Yes;;;;;Yes;Dr. med. vet. Kerstin Greimann;Kerstin Greimann;49324;Melle;DEU;Johann-Uttinger-Str.20;+49 (0) 5422 - 962 77 90;;EUR;003;;2017-02-13 10:15:36;Wim.Vanb;;DEU;DEU;53,69
03987;Yes;;;;;Yes;Frau Dr. Berit Kemper und Herrn Holger Seth;Kemper und Seth B + S;21745;Hemmoor;DEU;Hauptstrasse 17;;;EUR;003;;2017-02-14 09:35:09;Hilde.Ku;;DEU;DEU;53,69
03988;Yes;;;;;Yes;La Cascina del Sole Srl;La Cascina del Sole Srl;20077;Melegnano (Mi);ITA;Via Morandi 2;+39 0298231911;;EUR;003;;2017-02-14 13:07:07;Wim.Vanb;IT10543910151;ITA;ITA;52,69
03989;Yes;;;;;Yes;Nantwich Veterinary Group;Nantwich Veterinary Group B +S;CW5 5SF;Nantwich;UK;Crewe Road End;;;GBP;003;;2017-02-14 13:17:03;Colin.Su;GB278632327;UK;UK;59,69
03990;Yes;;;;;Yes;Dr. Joseph Meissner;Joseph Meissner;87616;Marktoberdorf;DEU;Ostranger Str. 24;+49 (8342) 2303;;EUR;003;;2017-02-16 08:41:08;Wim.Vanb;;DEU;DEU;53,69
03991;Yes;;03976;;;No;Voergroep Zuid BV (loc.Weert);Voergroep Zuid BV (loc.Weert);6006 PT;Weert;NLD;Mastenbroekweg 2;;;EUR;003;03976;2017-02-20 14:17:05;Wim.Vanb;;NLD;NLD;55,69
03992;Yes;;03170;;;No;Neviani Srl(Via L.R. Srl);Neviani Srl(Via L.R. Srl) S;42027;Montecchio (RE);ITA;Via Provenciale per Banco 4;;;EUR;003;03170;2017-02-22 11:13:13;Colin.Su;;ITA;ITA;52,69
03993;Yes;;;;;Yes;Coveto Limoges;Coveto Limoges;87070;Limoges;FRA;13 rue Auguste ComteCS 92092;+33 (0) 5 55 04 64 05;;EUR;003;;2017-02-27 14:45:57;Wim.Vanb;FR 54790176 9;FRA;FRA;50,69
03994;Yes;;;03995;03995;Yes;Gut Rosenkranz Bio-Futter GmbH & Co. KG  (Neumünster);Gut Rosenkranz Bio-Futter (Neumünster);24539;Neumünster;DEU;Oderstr. 45;+49 4321 990 250;;EUR;003;;2017-03-01 15:09:56;Wim.Vanb;DE265242842;DEU;DEU;53,69
03995;Yes;;03994;;;No;Gut Rosenkranz Bio-Futter GmbH & Co. KG (Bassum) (S);Gut Rosenkranz Bio-Futter (Bassum);27211;Bassum;DEU;Eschenhausen 29a;+49 (4321) 990 252;;EUR;003;03994;2017-03-01 15:23:49;Wim.Vanb;;DEU;DEU;53,69
03996;Yes;;;03998;03998;Yes;Molecare Veterinary Services Ltd;Molecare Veterinary Services Ltd;EX36 3LH;South Molton-Devon;UK;Exmoor House, Lime Way, Pathfields Business Park;;;GBP;003;;2017-03-02 08:09:14;Bea.DeGe;GB190197691;UK;UK;59,69
03997;Yes;;;;;Yes;Farmavet Roma Srl;Farmavet Roma Srl B + S;00061;Anguillara Sabazia (Roma);ITA;Via Anguillarese 18;;;EUR;003;;2017-03-02 08:25:01;Colin.Su;IT06617311003;ITA;ITA;52,69
03998;Yes;;03996;;;No;St David's Farm Practice (via Molecare Vet.Serv.);St David's Farm Practice (Molecare) S;EX8 5AN;Exmouth-Devon;UK;Nutwell Estate - Lympstone;;;GBP;003;03996;2017-03-02 08:27:35;Bea.DeGe;;UK;UK;59,69
03999;Yes;;03233;;;No;Cooperative Agricola Aragonesa del Ebro (Via Veterberga);Cooperative Agricola Aragonesa del Ebro;50620;Casetas;ESP;Ctra. De Logrono km, 15,6;;;EUR;003;03233;2017-03-03 08:21:40;Colin.Su;;ESP;ESP;56,69
04000;Yes;;;;;Yes;Dierenartsen Brugsken bvba;Dierenartsen Brugsken bvba;9100;Sint-Niklaas;BEL;Brugsken 150;;;EUR;003;;2017-03-03 13:37:22;Bea.DeGe;BE0667972781;BEL;BEL;54,69
04001;Yes;;;;;Yes;Clinique Veterinaire des Cigognes;Clinique Veterinaire des Cigognes;24800;Thiviers;FRA;Route de Nontron;;;EUR;003;;2017-03-07 08:02:07;Bea.DeGe;FR17503576407;FRA;FRA;50,69
04002;Yes;;;;;Yes;Dr. Hermann Lindner;Hermann Lindner;95703;Plößberg;DEU;Ganghoferstr. 13;+49 (9636) 700;;EUR;003;;2017-03-09 11:33:51;Wim.Vanb;;DEU;DEU;53,69
04003;Yes;;;;;Yes;Herr Dr. Ahlert Büttelmann;Herr Dr. Ahlert Büttelmann  B + S;27729;Hambergen;DEU;Vierhausen 3;;;EUR;003;;2017-03-09 11:33:50;Bea.DeGe;;DEU;DEU;53,69
04004;Yes;;;;;Yes;Sheelin Animal Health Ltd. t/a Sheelin Veterinary Wholesale;Sheelin Animal Health Ltd. B+S;EIRE;Ballyjamesduff;IRL;Cornahilt HouseOldcastle RoadA82 RH74;;;EUR;003;;2017-03-15 10:32:06;Colin.Su;IE3441599KH;IRL;IRL;64,69
04005;Yes;;;;;Yes;Ballygawley Vet Ltd.;Ballygawley Vet Ltd.;BT70 2HA;Ballygawley;UK;11 Church St;0044 28 85567150;;GBP;003;;2017-03-15 10:27:19;Wim.Vanb;GB 230703058;UK;UK;59,69
04009;Yes;;;;;Yes;TAP Dr. Roland Biet;Roland Biet;72202;Nagold;DEU;Mühlenstr. 32;+49 (7459) 28 29;;EUR;003;;2017-03-17 09:03:58;Wim.Vanb;;DEU;DEU;53,69
04010;Yes;;;;;Yes;Dr. med. vet. Erhard Dippon;Erhard Dippon;89407;Dillingen;DEU;Vorstadtstraße 11;;;EUR;003;;2017-03-17 09:44:40;Wim.Vanb;;DEU;DEU;53,69
